Compartment,Exchange,Subcompartment,Electricity_production,Electricity_consumption,Heat_Steam,Equipment_Diesel,Equipment_Gasoline,Equipment_LPG,Equipment_CNG,Equipment_Residual_Fuel_Oil,Equipment_Distillate,Equipment_Kerosene,Equipment_Petroleum_Crude_Oil,Boiler_Diesel,Boiler_Gasoline,Boiler_LPG,Boiler_CNG,Boiler_Residual_Fuel_Oil,Boiler_Distillate,Boiler_Kerosene,Boiler_Petroleum_Crude_Oil,Boiler_Coke,Boiler_Bitumen,Boiler_Coal,Boiler_Wood,Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,Internal_Process_Transportation_Medium_Duty_Diesel_Truck,Internal_Process_Transportation_Barge,Internal_Process_Transportation_Cargo_Ship,Internal_Process_Transportation_Rail,Collection_Diesel,Collection_CNG,Collection_Biodiesel,Collection_Gasoline_Passenger_Vehicle,Collection_Other,Empty_Return_Heavy_Duty_Diesel_Truck,Empty_Return_Medium_Duty_Diesel_Truck,LF_Emission_Material_used,lime_hydrated_loose_weight_RoW_lime_production,ammonia_liquid_RoW_ammonia_production_steam_reforming_liquid,charcoal_GLO_charcoal_production,Nitrogen_Fertilizer,Phosphorous_Fertilizer,Potassium_Fertilizer,Peat,Gore_Cover,Wire,compost_to_LF,market_for_excavation_skid_steer_loader,
,,,kWh/Mg,kWh/Mg,MJ/Mg,L/Mg,L/Mg,L/Mg,,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,m3/Mg,L/Mg,L/Mg,L/Mg,L/Mg,,,,,kgkm/Mg,kgkm/Mg,kgkm/Mg,kgkm/Mg,kgkm/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,vkm/Mg,vkm/Mg,kg/Mg,kg/Mg,kg/Mg,kg/Mg,kg-P/Mg,kg-P/Mg,kg-K/Mg,Mg peat/Mg,kg/Mg,kg/Mg,kg/Mg,kg/m3,kg/m3
Raw,"Lead, 5.0% in sulfide, Pb 3.0%, Zn, Ag, Cd, In, in ground",in ground,-2.34762E-06,2.35E-06,6.41E-07,2.20E-05,0.000808322,1.21E-05,6.37E-04,6.25E-06,0.00001498,0,0,0.00001498,0.000808322,1.21E-05,0.000636918,6.25E-06,0.00001498,0,0,0,0,0,0,2.82E-09,9.35E-09,2.14E-10,8.78E-12,8.45E-10,0.000297875,0.001283378,0.000428753,1.86E-05,0,2.77E-07,2.21E-07,1.55E-06,2.10E-06,7.71E-05,2.35E-06,1.13E-03,3.09E-04,2.94E-05,9.16E-05,5.26E-03,1.28E-05,9.52E-05,3.57E-06,0.00052778
Raw,"Lead, Pb 0.014%, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Cu 0.38%, in ore, in ground",in ground,-1.20724E-07,1.21E-07,0,0,2.18E-06,3.41E-08,1.72E-06,2.31E-08,5.61E-08,0,0,5.61E-08,2.18E-06,3.41E-08,1.72E-06,2.31E-08,5.61E-08,0,0,0,0,0,0,0,2.36E-11,0,0,0,7.52E-07,3.25E-06,1.18E-06,5.63E-08,0,6.22E-10,5.59E-10,1.62E-08,1.20E-08,4.15E-07,7.02E-09,5.32E-06,4.37E-07,1.18E-07,4.25E-06,7.10E-06,5.90E-08,1.93E-07,8.03E-08,0.000051298
Raw,"Lithium, 0.15% in brine, in ground",in ground,-1.3244E-08,1.32E-08,-7.27E-13,-1.59E-12,9.30E-07,7.07E-09,7.48E-07,6.23E-09,1.31E-08,0,0,1.31E-08,9.30E-07,7.07E-09,7.48E-07,6.23E-09,1.31E-08,0,0,0,0,0,0,1.63E-16,5.22E-12,-9.79E-16,-4.41E-18,-1.13E-16,1.66E-07,7.52E-07,8.85E-07,9.83E-09,0,1.59E-10,1.25E-10,2.91E-09,2.15E-09,1.50E-08,1.13E-09,7.98E-07,2.57E-08,1.30E-07,4.34E-07,7.49E-07,3.54E-08,3.51E-08,-2.82E-13,1.83E-11
Raw,"Magnesite, 60% in crude ore, in ground",in ground,-2.62251E-05,2.62E-05,-1.03E-06,-0.000289681,0.00103452,2.22E-05,8.24E-04,2.41E-05,0.000381348,0,0,0.000381348,0.00103452,2.22E-05,0.000823824,2.41E-05,0.000381348,0,0,0,0,0,0,-2.33E-09,2.70E-08,-6.24E-09,-5.22E-10,-9.14E-09,0.000861045,0.003945673,0.001047254,3.69E-05,0,6.94E-07,6.62E-07,5.62E-06,1.03E-05,5.10E-05,7.27E-06,6.70E-04,5.82E-05,6.76E-05,2.51E-03,9.90E-04,2.00E-05,-0.000537813,-0.000053635,-0.0001479
Raw,"Magnesium, 0.13% in water",in water,-1.0317E-07,1.03E-07,0,0,8.08E-05,9.08E-09,6.55E-05,9.30E-09,1.13E-07,0,0,1.13E-07,8.08E-05,9.08E-09,6.55E-05,9.30E-09,1.13E-07,0,0,0,0,0,0,0,1.12E-11,0,0,0,3.57E-07,1.56E-06,4.71E-07,1.59E-08,0,3.01E-10,2.66E-10,2.33E-09,3.80E-09,5.79E-08,1.41E-07,7.32E-07,5.92E-08,2.76E-08,8.42E-07,9.66E-07,4.89E-08,1.07E-07,0,0
Raw,"Manganese, 35.7% in sedimentary deposit, 14.2% in crude ore, in ground",in ground,-1.12629E-05,1.13E-05,4.60E-06,0.000871124,0.001176014,2.33E-05,9.40E-04,2.61E-05,0.00047508,0,0,0.00047508,0.001176014,2.33E-05,0.000939513,2.61E-05,0.00047508,0,0,0,0,0,0,1.47E-08,1.72E-08,1.79E-08,1.18E-09,4.60E-08,0.000548635,0.002270601,0.000514174,3.97E-05,0,4.40E-07,3.81E-07,3.36E-06,8.89E-06,5.47E-05,8.42E-06,6.23E-04,5.44E-05,3.78E-05,2.61E-03,9.01E-04,1.17E-05,0.002126516,0.00016182,0.00062916
Raw,"Metamorphous rock, graphite containing, in ground",in ground,-5.41088E-07,5.41E-07,1.79E-08,1.25E-07,4.22E-05,7.10E-08,3.41E-05,5.58E-08,1.53E-07,0,0,1.53E-07,4.22E-05,7.10E-08,3.41E-05,5.58E-08,1.53E-07,0,0,0,0,0,0,3.35E-11,1.25E-10,3.85E-12,2.51E-13,6.61E-11,3.99E-06,1.75E-05,4.97E-06,1.13E-07,0,3.36E-09,2.98E-09,4.88E-08,4.66E-08,6.41E-07,1.69E-07,8.38E-06,7.22E-07,2.55E-07,6.46E-06,1.22E-05,9.91E-08,1.12E-06,2.06E-08,0.000020234
Raw,"Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground",in ground,-6.36525E-08,6.37E-08,1.26E-08,-1.51E-06,4.73E-06,6.19E-08,3.76E-06,4.70E-08,1.26E-07,0,0,1.26E-07,4.73E-06,6.19E-08,3.76E-06,4.70E-08,1.26E-07,0,0,0,0,0,0,-2.53E-12,5.34E-11,-1.83E-11,-1.23E-12,-4.21E-11,1.70E-06,7.49E-06,2.99E-06,1.19E-07,0,1.52E-09,1.33E-09,3.07E-08,3.50E-08,1.35E-06,1.78E-08,1.72E-05,1.37E-06,3.35E-07,1.51E-05,2.21E-05,1.19E-07,-3.22E-06,-2.85E-07,4.58E-06
Raw,"Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground",in ground,-1.51848E-08,1.52E-08,2.82E-09,-3.58E-07,1.13E-06,1.48E-08,8.97E-07,1.12E-08,3.01E-08,0,0,3.01E-08,1.13E-06,1.48E-08,8.97E-07,1.12E-08,3.01E-08,0,0,0,0,0,0,-7.35E-13,1.28E-11,-4.47E-12,-3.06E-13,-1.03E-11,4.06E-07,1.80E-06,7.12E-07,2.85E-08,0,3.63E-10,3.18E-10,7.33E-09,8.35E-09,3.23E-07,4.25E-09,4.10E-06,3.27E-07,7.99E-08,3.61E-06,5.26E-06,2.85E-08,-7.65E-07,-6.75E-08,9.64E-07
Raw,"Molybdenum, 0.016% in sulfide, Mo 8.2E-3% and Cu 0.27% in crude ore, in ground",in ground,-1.34998E-07,1.35E-07,2.59E-08,-2.94E-06,1.04E-05,1.49E-07,8.25E-06,1.17E-07,6.89E-07,0,0,6.89E-07,1.04E-05,1.49E-07,8.25E-06,1.17E-07,6.89E-07,0,0,0,0,0,0,-2.91E-12,1.17E-10,-3.49E-11,-2.40E-12,-7.91E-11,3.73E-06,1.65E-05,6.40E-06,2.87E-07,0,3.34E-09,2.91E-09,6.33E-08,7.69E-08,2.70E-06,4.27E-08,3.43E-05,2.74E-06,6.91E-07,3.21E-05,4.41E-05,2.45E-07,-6.20E-06,-5.54E-07,8.61E-06
Raw,"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.22% in crude ore, in ground",in ground,-7.73441E-08,7.73E-08,1.34E-08,-1.50E-06,6.21E-06,9.82E-08,4.93E-06,7.93E-08,7.06E-07,0,0,7.06E-07,6.21E-06,9.82E-08,4.93E-06,7.93E-08,7.06E-07,0,0,0,0,0,0,-1.29E-12,6.98E-11,-1.78E-11,-1.22E-12,-4.02E-11,2.22E-06,9.87E-06,3.72E-06,1.89E-07,0,1.99E-09,1.72E-09,3.49E-08,4.60E-08,1.43E-06,2.81E-08,1.80E-05,1.44E-06,3.82E-07,1.84E-05,2.32E-05,1.34E-07,-3.13E-06,-2.84E-07,4.46E-06
Raw,"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground",in ground,-4.39566E-07,4.40E-07,2.11E-08,-2.17E-06,3.27E-05,4.28E-07,2.60E-05,3.25E-07,8.82E-07,0,0,8.82E-07,3.27E-05,4.28E-07,2.60E-05,3.25E-07,8.82E-07,0,0,0,0,0,0,-3.89E-13,4.03E-10,-2.45E-11,-1.63E-12,-5.51E-11,1.28E-05,5.77E-05,2.06E-05,8.26E-07,0,1.10E-08,9.75E-09,2.12E-07,2.42E-07,9.34E-06,1.23E-07,1.19E-04,9.47E-06,2.31E-06,1.04E-04,1.52E-04,8.24E-07,-2.82E-06,-4.11E-07,7.57E-06
Raw,"Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground",in ground,-9.40447E-08,9.40E-08,1.71E-08,-1.88E-06,7.47E-06,1.16E-07,5.94E-06,9.28E-08,7.70E-07,0,0,7.70E-07,7.47E-06,1.16E-07,5.94E-06,9.28E-08,7.70E-07,0,0,0,0,0,0,-1.23E-12,8.41E-11,-2.20E-11,-1.52E-12,-4.96E-11,2.68E-06,1.19E-05,4.50E-06,2.22E-07,0,2.40E-09,2.08E-09,4.28E-08,5.54E-08,1.77E-06,3.32E-08,2.24E-05,1.79E-06,4.68E-07,2.23E-05,2.88E-05,1.65E-07,-3.92E-06,-3.55E-07,5.66E-06
Raw,"Molybdenum, 0.11% in sulfide, Mo 4.1E-2% and Cu 0.36% in crude ore, in ground",in ground,-1.82041E-07,1.82E-07,1.45E-07,5.55E-05,1.69E-05,3.43E-07,1.34E-05,2.94E-07,4.37E-06,0,0,4.37E-06,1.69E-05,3.43E-07,1.34E-05,2.94E-07,4.37E-06,0,0,0,0,0,0,7.68E-10,4.49E-10,1.05E-09,6.95E-11,2.66E-09,1.43E-05,5.47E-05,9.17E-06,6.55E-07,0,9.14E-09,8.75E-09,7.04E-08,1.25E-07,2.30E-06,9.76E-08,2.86E-05,2.32E-06,7.78E-07,4.31E-05,3.75E-05,2.63E-07,0.000132196,0.000010347,5.43E-07
Raw,"Neodymium, 4% in bastnasite, 0.4% in crude ore, in ground",in ground,-4.99409E-10,4.99E-10,4.70E-14,5.71E-14,2.57E-07,2.85E-10,2.08E-07,2.35E-10,6.33E-10,0,0,6.33E-10,2.57E-07,2.85E-10,2.08E-07,2.35E-10,6.33E-10,0,0,0,0,0,0,1.78E-18,6.29E-13,8.94E-19,5.00E-20,1.67E-18,2.00E-08,9.07E-08,2.49E-08,4.69E-10,0,1.71E-11,1.51E-11,1.29E-10,1.94E-10,2.40E-09,4.22E-10,3.14E-08,2.59E-09,9.95E-10,2.43E-08,4.30E-08,3.76E-10,3.33E-09,1.03E-14,2.42E-13
Raw,"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground",in ground,-1.11652E-07,1.12E-07,7.77E-09,1.16E-05,5.71E-05,1.83E-06,4.06E-05,3.82E-07,0.000000535,0,0,0.000000535,5.71E-05,1.83E-06,4.06E-05,3.82E-07,0.000000535,0,0,0,0,0,0,3.65E-10,6.16E-10,1.35E-10,1.64E-11,1.71E-10,1.96E-05,1.78E-05,6.05E-06,9.46E-06,0,1.00E-08,1.06E-08,4.52E-08,1.01E-07,6.54E-05,3.33E-08,5.54E-05,1.95E-06,9.77E-07,2.08E-05,3.10E-05,1.89E-07,2.97E-05,1.83E-06,-0.000025246
Raw,"Ni, Ni 3.7E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Cu 5.2E-2% in ore, in ground",in ground,-2.86775E-09,2.87E-09,-3.07E-09,1.06E-07,3.46E-05,3.60E-07,2.69E-05,6.46E-08,8.77E-08,0,0,8.77E-08,3.46E-05,3.60E-07,2.69E-05,6.46E-08,8.77E-08,0,0,0,0,0,0,1.32E-12,7.30E-12,1.25E-12,2.13E-13,1.11E-12,2.33E-07,2.45E-07,1.67E-07,1.92E-06,0,1.47E-10,1.42E-10,1.04E-09,6.92E-09,1.25E-06,2.43E-09,1.05E-06,3.42E-08,2.93E-08,3.97E-07,5.41E-07,1.16E-08,3.02E-07,1.54E-08,1.22E-06
Raw,"Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground",in ground,-3.88339E-07,3.88E-07,-6.05E-09,-1.20E-05,1.96E-05,4.12E-07,1.53E-05,3.35E-07,6.85E-07,0,0,6.85E-07,1.96E-05,4.12E-07,1.53E-05,3.35E-07,6.85E-07,0,0,0,0,0,0,-3.64E-10,-2.61E-10,-1.39E-10,-1.68E-11,-1.75E-10,-8.32E-06,3.16E-05,2.62E-05,8.79E-07,0,-5.63E-10,-2.16E-09,1.33E-07,2.51E-07,0.000255029,7.57E-08,2.19E-04,6.19E-05,3.58E-06,5.97E-05,1.08E-03,2.13E-06,-2.85E-05,-0.000001932,0.000027817
Raw,"Nickel, 1.98% in silicates, 1.04% in crude ore, in ground",in ground,-6.185E-05,6.18E-05,5.08E-06,0.000863076,0.005640966,1.15E-04,4.51E-03,0.000126401,0.0020544,0,0,0.0020544,0.005640966,0.000114932,0.004505556,0.000126401,0.0020544,0,0,0,0,0,0,1.53E-08,6.96E-08,1.93E-08,1.25E-09,4.46E-08,0.002217799,0.009790214,0.002764534,0.000197134,0,1.94E-06,1.64E-06,1.62E-05,3.94E-05,0.000403065,4.18E-05,4.75E-03,3.97E-04,2.13E-04,1.14E-02,6.51E-03,0.000509435,0.002382224,0.00015989,0.00069027
Raw,Nitrogen,in air,-0.000156302,0.000156302,0.000091305,0.015914804,0.014115907,1.04E-03,1.07E-02,0.001043219,0.0045796,0,0,0.0045796,0.014115907,0.001042849,0.010661355,0.001043219,0.0045796,0,0,0,0,0,0,3.59E-07,2.93E-07,4.38E-07,2.76E-08,7.65E-07,0.009322093,0.036779415,0.008157335,0.001500166,0,6.87E-06,6.25E-06,4.41E-05,0.000142605,0.000818856,8.68E-05,8.00E-03,6.98E-04,5.45E-04,2.35E-02,2.08E-02,0.002459248,0.038697003,0.0029353,0.01615
Raw,"Occupation, annual crop",land,-2.52693E-05,2.53E-05,-3.39E-08,-2.48E-06,0.000930224,1.00E-04,6.90E-04,0.0001004,0.000204584,0,0,0.000204584,0.000930224,0.000100407,0.000689792,0.0001004,0.000204584,0,0,0,0,0,0,-1.75E-10,3.19E-08,-1.01E-09,-1.00E-11,-2.04E-10,0.001015894,0.004609914,0.755018247,0.000104362,0,9.13E-07,7.66E-07,1.01E-05,5.21E-05,9.59E-05,0.000334678,3.60E-01,1.35E-02,1.98E-01,1.64E-02,1.06E-02,0.002086919,0.000162892,-4.05E-07,-4.81E-06
Raw,"Occupation, annual crop, greenhouse",land,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0,0,0
Raw,"Occupation, annual crop, irrigated",land,-2.36777E-06,2.37E-06,-2.66E-09,-1.91E-07,8.26E-05,7.85E-06,5.79E-05,8.73E-06,1.14E-05,0,0,1.14E-05,8.26E-05,7.85E-06,5.79E-05,8.73E-06,1.14E-05,0,0,0,0,0,0,-1.38E-11,1.05E-08,-7.71E-11,-7.77E-13,-1.56E-11,0.000335219,0.00151769,0.750281013,1.26E-05,0,2.83E-07,2.53E-07,1.19E-06,3.13E-06,5.14E-06,0.000325024,4.12E-03,1.92E-04,1.48E-03,2.54E-04,1.45E-04,0.001496057,4.81E-05,-3.11E-08,-3.97E-07
Raw,"Occupation, annual crop, irrigated, intensive",land,-5.97829E-08,5.98E-08,1.33E-12,1.72E-11,3.72E-07,8.60E-09,2.93E-07,1.02E-08,3.06E-08,0,0,3.06E-08,3.72E-07,8.60E-09,2.93E-07,1.02E-08,3.06E-08,0,0,0,0,0,0,1.22E-14,9.27E-12,6.15E-16,8.41E-17,6.66E-16,2.95E-07,1.33E-06,2.95E-05,1.30E-08,0,2.86E-10,2.22E-10,8.52E-09,2.48E-08,3.55E-08,5.24E-09,3.14E-03,1.43E-04,1.13E-03,3.85E-06,1.32E-06,5.65E-08,1.09E-07,2.18E-12,9.96E-10
Raw,"Occupation, annual crop, non-irrigated",land,-8.32801E-08,8.33E-08,3.18E-10,3.33E-09,1.02E-06,2.58E-07,5.28E-07,1.89E-07,2.98E-07,0,0,2.98E-07,1.02E-06,2.58E-07,5.28E-07,1.89E-07,2.98E-07,0,0,0,0,0,0,7.98E-13,3.44E-11,1.68E-13,9.55E-15,2.73E-13,1.10E-06,4.94E-06,3.63E-06,3.73E-07,0,1.05E-09,8.24E-10,8.99E-08,1.23E-07,7.23E-08,1.03E-07,1.48E-05,7.17E-07,5.31E-06,7.90E-06,5.60E-06,5.45E-08,3.08E-07,5.42E-10,6.15E-08
Raw,"Occupation, annual crop, non-irrigated, extensive",land,-6.03164E-06,6.03E-06,-6.48E-19,-1.20E-16,2.72E-05,1.79E-06,1.27E-05,1.64E-06,4.25E-06,0,0,4.25E-06,2.72E-05,1.79E-06,1.27E-05,1.64E-06,4.25E-06,0,0,0,0,0,0,-9.24E-21,1.02E-09,-6.73E-20,-6.02E-22,-1.29E-20,3.26E-05,0.00014744,0.574871477,2.45E-06,0,2.10E-08,2.46E-08,9.20E-07,4.61E-07,2.63E-06,1.38E-07,7.82E-04,1.18E-04,2.58E-04,1.53E-04,1.42E-04,1.73E-06,9.27E-06,-1.99E-17,-2.63E-16
Raw,"Occupation, annual crop, non-irrigated, intensive",land,-5.51844E-05,5.52E-05,1.45E-07,-2.80E-06,0.000992306,8.73E-05,7.22E-04,9.67E-05,0.000174624,0,0,0.000174624,0.000992306,8.73E-05,0.000721978,9.67E-05,0.000174624,0,0,0,0,0,0,5.01E-11,5.25E-08,-3.47E-09,3.57E-11,-4.76E-10,0.001672492,0.007582103,4.029129782,0.000108771,0,1.45E-06,1.26E-06,1.34E-05,4.99E-05,0.000104419,0.001046744,9.84E-02,4.62E-03,5.45E-02,1.42E-02,8.25E-03,0.004879562,0.000273118,-4.79E-07,0.000028738
Raw,"Occupation, construction site",land,-8.26635E-06,8.27E-06,0.000014212,9.49E-05,0.000253638,2.67E-05,2.62E-04,4.32E-05,0.000062488,0,0,0.000062488,0.000253638,2.67E-05,0.00026242,4.32E-05,0.000062488,0,0,0,0,0,0,8.22E-09,1.15E-08,1.37E-09,1.52E-10,2.27E-09,0.000366562,0.001472019,0.006192312,6.51E-05,0,3.07E-07,2.51E-07,3.88E-06,6.33E-06,0.000130342,2.57E-06,3.85E-02,1.68E-02,5.11E-04,7.15E-04,1.31E-03,5.54E-05,0.000281519,0.000015394,0.00016829
Raw,"Occupation, dump site",land,-0.002248373,0.002248373,0.000010823,0.00083886,0.007354109,5.79E-04,5.34E-03,0.000354969,0.0012626,0,0,0.0012626,0.007354109,0.000579019,0.005339247,0.000354969,0.0012626,0,0,0,0,0,0,9.19E-08,1.70E-07,3.59E-08,3.11E-09,5.56E-08,0.005398694,0.02169009,0.007498068,0.000971983,0,4.65E-06,3.97E-06,0.000334154,0.00020574,0.00088379,6.30E-05,9.99E-03,1.86E-03,1.18E-03,7.50E-02,3.94E-02,0.001252499,0.005483405,0.00016139,0.010631
Raw,"Occupation, forest, extensive",land,0,0,4.11E-07,0.000368781,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000238,9.52E-10,1.34E-08,6.37E-10,6.52E-09,3.03E-05,-3.36E-05,0,0,0,1.37E-08,1.52E-08,0,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0.000900963,0.00010577,0.0018456
Raw,"Occupation, forest, intensive",land,-0.00866534,0.00866534,0.0002913,0.379654615,0.082527276,3.07E-03,6.12E-02,0.002147513,0.005778,0,0,0.005778,0.082527276,0.003071203,0.061220477,0.002147513,0.005778,0,0,0,0,0,0,0.000012002,1.96E-05,5.74E-06,5.75E-07,9.33E-06,0.623356611,0.322344232,0.126423534,0.004753961,0,0.000319396,0.000333235,0.001885457,0.001174337,0.014854886,3.7766041,2.23E-01,2.30E-02,2.41E-02,4.26E-01,4.00E-01,0.004447976,0.971476711,0.058702,0.41578
Raw,"Occupation, industrial area",land,-0.000590929,0.000590929,9.20E-06,0.003111816,0.008107001,9.24E-04,5.87E-03,0.000829133,0.00125404,0,0,0.00125404,0.008107001,0.000924385,0.005873553,0.000829133,0.00125404,0,0,0,0,0,0,1.13E-07,1.95E-07,7.98E-08,1.39E-08,6.65E-08,0.006199375,0.01219047,0.033368054,0.001319248,0,3.56E-06,3.69E-06,0.000105892,0.000118295,0.001573722,0.000252713,2.04E-02,1.68E-03,1.68E-03,1.62E-02,2.65E-02,0.000413355,0.008528158,0.00049543,0.0057761
Raw,"Occupation, lake, artificial",land,-0.000282363,2.82E-04,0.000003769,-0.001126409,0.002908734,5.26E-04,1.86E-03,0.000369958,0.00066768,0,0,0.00066768,0.002908734,0.000526137,0.001857687,0.000369958,0.00066768,0,0,0,0,0,0,-3.85E-09,1.36E-08,8.79E-08,2.59E-08,-1.11E-08,0.000431666,0.002629536,0.003310003,0.000840213,0,8.26E-07,5.75E-07,4.09E-05,0.000175592,0.00045381,4.26E-05,3.75E-03,1.20E-03,5.16E-04,5.36E-02,2.54E-02,0.000605331,-0.002417901,-0.00017574,0.010154
Raw,"Occupation, mineral extraction site",land,-0.000675458,0.000675458,3.29E-06,0.000624066,0.001675691,1.24E-04,1.27E-03,0.000114408,0.00026108,0,0,0.00026108,0.001675691,0.00012409,0.001267971,0.000114408,0.00026108,0,0,0,0,0,0,5.73E-08,8.93E-08,2.22E-08,1.25E-09,3.69E-08,0.002845779,0.009278979,0.002908283,0.00018621,0,2.34E-06,1.95E-06,9.74E-05,0.00016007,0.000171878,5.95E-05,4.56E-03,3.69E-03,2.86E-04,1.11E+00,7.33E-03,0.000212048,0.002671284,0.000098616,40.065
Raw,"Occupation, pasture, man made",land,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0,0,0
Raw,"Occupation, pasture, man made, extensive",land,-1.33605E-08,1.34E-08,2.74E-12,3.55E-11,3.70E-08,6.46E-10,2.95E-08,6.55E-10,1.25E-09,0,0,1.25E-09,3.70E-08,6.46E-10,2.95E-08,6.55E-10,1.25E-09,0,0,0,0,0,0,2.51E-14,2.82E-13,1.27E-15,1.74E-16,1.38E-15,8.98E-09,4.04E-08,3.83E-08,7.62E-10,0,8.31E-12,6.76E-12,1.02E-09,3.16E-10,1.09E-09,6.42E-11,2.21E-06,1.03E-07,7.91E-07,1.06E-07,7.09E-08,6.96E-10,1.06E-08,4.51E-12,2.06E-09
Raw,"Occupation, pasture, man made, intensive",land,-1.75138E-08,1.75E-08,7.94E-09,2.37E-07,4.85E-08,8.47E-10,3.86E-08,8.59E-10,1.64E-09,0,0,1.64E-09,4.85E-08,8.47E-10,3.86E-08,8.59E-10,1.64E-09,0,0,0,0,0,0,1.34E-11,1.03E-11,9.14E-12,4.06E-13,5.02E-12,3.27E-07,9.26E-07,5.02E-08,9.99E-10,0,1.53E-10,1.67E-10,1.33E-09,4.14E-10,1.43E-09,8.42E-11,2.89E-06,1.36E-07,1.04E-06,1.39E-07,9.30E-08,9.12E-10,6.07E-07,3.72E-08,3.35E-07
Raw,"Occupation, permanent crop",land,-2.68595E-05,2.69E-05,9.11E-07,6.59E-05,4.03E-05,9.31E-06,2.31E-05,1.24E-05,1.45E-05,0,0,1.45E-05,4.03E-05,9.31E-06,2.31E-05,1.24E-05,1.45E-05,0,0,0,0,0,0,4.68E-09,5.84E-09,2.67E-08,2.68E-10,5.40E-09,0.000185859,0.000477708,0.006557878,1.69E-05,0,1.17E-07,1.18E-07,2.24E-06,2.12E-06,6.73E-06,3.23E-07,8.85E-04,8.63E-04,9.94E-05,2.45E-04,1.73E-04,0.004030182,0.000197022,0.000010737,0.00013099
Raw,"Occupation, permanent crop, irrigated, intensive",land,-2.50066E-05,2.50E-05,0,0,4.72E-05,6.76E-06,3.13E-05,8.86E-06,1.07E-05,0,0,1.07E-05,4.72E-05,6.76E-06,3.13E-05,8.86E-06,1.07E-05,0,0,0,0,0,0,0,4.12E-09,0,0,0,0.000131276,0.000546971,0.000143068,1.21E-05,0,1.10E-07,9.63E-08,2.14E-06,1.83E-06,4.97E-06,2.50E-07,4.16E-05,7.22E-06,5.18E-06,2.24E-04,1.57E-04,0.002769337,3.51E-05,0,0
Raw,"Occupation, permanent crop, non-irrigated, intensive",land,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0,0,0
Raw,"Occupation, river, artificial",land,-1.82487E-05,1.82E-05,2.41E-06,0.000467683,0.001658795,5.64E-04,7.60E-04,0.000548247,0.00074472,0,0,0.00074472,0.001658795,0.000563577,0.000760074,0.000548247,0.00074472,0,0,0,0,0,0,2.00E-08,3.98E-08,4.88E-06,1.49E-09,1.56E-08,0.001267961,0.002554072,0.0017698,0.000773303,0,9.28E-07,8.32E-07,8.49E-06,0.000273085,0.000204069,1.42E-05,3.37E-03,3.26E-04,4.57E-04,1.37E-02,6.29E-03,0.000178145,0.001283027,0.000078328,0.003433
Raw,"Occupation, seabed, drilling and mining",land,-4.26789E-06,4.27E-06,0.00001054,0.000125986,0.000949917,8.02E-04,4.88E-04,0.000783309,0.0008346,0,0,0.0008346,0.000949917,0.000801738,0.000487593,0.000783309,0.0008346,0,0,0,0,0,0,3.58E-09,1.20E-08,1.43E-09,1.96E-10,1.76E-09,0.000383713,0.000998689,0.00038459,0.00109089,0,2.84E-07,2.46E-07,3.63E-06,6.38E-05,0.00039013,4.61E-06,7.88E-04,3.25E-05,4.76E-05,1.31E-03,1.35E-03,1.78E-05,0.000351679,0.000019513,0.000076238
