Compartment,Exchange,Subcompartment,Electricity_production,Electricity_consumption,Heat_Steam,Equipment_Diesel,Equipment_Gasoline,Equipment_LPG,Equipment_CNG,Equipment_Residual_Fuel_Oil,Equipment_Distillate,Equipment_Kerosene,Equipment_Petroleum_Crude_Oil,Boiler_Diesel,Boiler_Gasoline,Boiler_LPG,Boiler_CNG,Boiler_Residual_Fuel_Oil,Boiler_Distillate,Boiler_Kerosene,Boiler_Petroleum_Crude_Oil,Boiler_Coke,Boiler_Bitumen,Boiler_Coal,Boiler_Wood,Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,Internal_Process_Transportation_Medium_Duty_Diesel_Truck,Internal_Process_Transportation_Barge,Internal_Process_Transportation_Cargo_Ship,Internal_Process_Transportation_Rail,Collection_Diesel,Collection_CNG,Collection_Biodiesel,Collection_Gasoline_Passenger_Vehicle,Collection_Other,Empty_Return_Heavy_Duty_Diesel_Truck,Empty_Return_Medium_Duty_Diesel_Truck,LF_Emission_Material_used,lime_hydrated_loose_weight_RoW_lime_production,ammonia_liquid_RoW_ammonia_production_steam_reforming_liquid,charcoal_GLO_charcoal_production,Nitrogen_Fertilizer,Phosphorous_Fertilizer,Potassium_Fertilizer,Peat,Gore_Cover,Wire,compost_to_LF,market_for_excavation_skid_steer_loader,
,,,kWh/Mg,kWh/Mg,MJ/Mg,L/Mg,L/Mg,L/Mg,,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,m3/Mg,L/Mg,L/Mg,L/Mg,L/Mg,,,,,kgkm/Mg,kgkm/Mg,kgkm/Mg,kgkm/Mg,kgkm/Mg,L/Mg,L/Mg,L/Mg,L/Mg,L/Mg,vkm/Mg,vkm/Mg,kg/Mg,kg/Mg,kg/Mg,kg/Mg,kg-P/Mg,kg-P/Mg,kg-K/Mg,Mg peat/Mg,kg/Mg,kg/Mg,kg/Mg,kg/m3,kg/m3
Air,Chlorosulfonic acid,urban air close to ground,-2.14183E-13,2.14E-13,-4.51E-16,-3.36E-14,5.27E-12,4.24E-13,3.73E-12,5.09E-13,8.47E-13,0,0,8.47E-13,5.27E-12,4.24E-13,3.73E-12,5.09E-13,8.47E-13,0,0,0,0,0,0,-2.36E-18,3.03E-16,-1.37E-17,-1.34E-19,-2.77E-18,9.67E-12,4.39E-11,1.79E-08,5.94E-13,0,8.10E-15,7.29E-15,6.68E-14,2.51E-13,5.95E-13,7.44E-12,5.59E-10,2.57E-11,3.30E-10,7.09E-11,3.74E-11,3.54E-11,1.46E-12,-5.47E-15,-6.38E-14
Air,Chlorpyrifos,non-urban air or from high stacks,-1.54528E-12,1.55E-12,-1.85E-14,-1.33E-12,5.39E-11,5.12E-12,3.78E-11,5.70E-12,7.45E-12,0,0,7.45E-12,5.39E-11,5.12E-12,3.78E-11,5.70E-12,7.45E-12,0,0,0,0,0,0,-9.56E-17,6.82E-15,-5.36E-16,-5.40E-18,-1.09E-16,2.17E-10,9.90E-10,4.90E-07,8.24E-12,0,1.84E-13,1.64E-13,7.74E-13,2.04E-12,3.36E-12,2.12E-10,2.69E-09,1.25E-10,9.65E-10,1.66E-10,9.47E-11,9.76E-10,2.84E-11,-2.16E-13,-2.76E-12
Air,Chromium,lower stratosphere + upper troposphere,-5.30052E-14,5.30E-14,1.25E-18,3.34E-17,7.79E-12,9.74E-14,5.83E-12,9.86E-14,1.13E-12,0,0,1.13E-12,7.79E-12,9.74E-14,5.83E-12,9.86E-14,1.13E-12,0,0,0,0,0,0,2.03E-21,1.41E-16,1.74E-21,5.98E-23,7.08E-22,4.48E-12,2.03E-11,5.57E-12,8.47E-13,0,3.98E-15,3.38E-15,4.40E-12,4.32E-14,5.20E-13,5.47E-14,6.43E-12,5.41E-13,2.85E-13,7.34E-12,4.04E-11,8.24E-13,5.06E-12,5.17E-18,1.95E-16
Air,Chromium,non-urban air or from high stacks,-9.11357E-08,9.11E-08,2.57E-08,4.22E-06,6.38E-06,1.22E-07,5.09E-06,1.33E-07,2.30E-06,0,0,2.30E-06,6.38E-06,1.22E-07,5.09E-06,1.33E-07,2.30E-06,0,0,0,0,0,0,7.36E-11,8.68E-11,9.06E-11,6.04E-12,2.24E-10,2.76E-06,1.12E-05,2.81E-06,2.11E-07,0,2.20E-09,1.91E-09,2.07E-08,4.60E-08,5.38E-07,4.57E-08,6.49E-06,5.46E-07,2.48E-07,1.35E-05,8.91E-06,8.08E-08,1.04E-05,7.82E-07,3.52E-06
Air,Chromium,unspecified,-3.97043E-09,3.97E-09,6.85E-11,5.20E-08,1.36E-07,3.71E-09,1.09E-07,4.06E-09,1.02E-07,0,0,1.02E-07,1.36E-07,3.71E-09,1.09E-07,4.06E-09,1.02E-07,0,0,0,0,0,0,2.19E-12,8.78E-12,4.52E-13,1.59E-14,1.25E-12,1.23E-07,4.36E-07,1.41E-07,4.34E-08,0,1.50E-10,1.63E-10,1.02E-09,2.17E-09,6.55E-09,1.08E-09,7.88E-08,6.97E-09,9.11E-09,3.50E-07,1.28E-07,1.09E-08,1.59E-07,8.38E-09,3.47E-08
Air,Chromium,urban air close to ground,-2.55397E-09,2.55E-09,2.18E-11,3.20E-08,1.68E-07,3.81E-08,5.28E-08,9.95E-07,3.00E-08,0,0,3.00E-08,1.68E-07,3.81E-08,5.28E-08,9.95E-07,3.00E-08,0,0,0,0,0,0,9.53E-13,2.37E-12,4.47E-13,4.07E-14,5.87E-13,7.56E-08,1.39E-07,7.87E-08,6.17E-08,0,4.39E-11,4.58E-11,9.32E-10,2.78E-09,1.36E-07,1.19E-08,4.28E-07,1.72E-08,1.45E-08,4.38E-07,2.83E-07,6.38E-09,8.71E-08,4.90E-09,3.18E-08
Air,Chromium IV,urban air close to ground,-2.73763E-17,2.74E-17,6.68E-16,8.05E-16,1.00E-10,9.94E-17,1.65E-15,6.90E-17,3.46E-16,0,0,3.46E-16,1.00E-10,9.94E-17,1.65E-15,6.90E-17,3.46E-16,0,0,0,0,0,0,2.48E-20,3.57E-20,1.31E-20,7.46E-22,2.46E-20,1.14E-15,1.35E-14,1.98E-15,1.72E-16,0,8.75E-19,8.08E-19,3.28E-17,1.55E-17,1.29E-15,3.61E-17,1.64E-14,1.29E-15,3.57E-16,3.36E-15,2.19E-14,2.65E-16,6.37E-14,1.46E-16,3.21E-15
Air,Chromium VI,"low population density, long-term",-2.46349E-09,2.46E-09,2.63E-12,-4.15E-10,2.06E-09,1.98E-10,1.56E-09,2.20E-10,4.01E-10,0,0,4.01E-10,2.06E-09,1.98E-10,1.56E-09,2.20E-10,4.01E-10,0,0,0,0,0,0,-6.93E-15,3.51E-14,9.97E-16,1.08E-15,-3.25E-15,1.12E-09,5.93E-09,2.87E-09,2.47E-10,0,1.33E-12,9.86E-13,2.19E-10,1.18E-10,3.06E-10,2.33E-11,3.06E-09,7.42E-10,3.43E-10,4.17E-08,2.27E-08,3.44E-10,1.42E-09,-5.91E-11,4.79E-09
Air,Chromium VI,non-urban air or from high stacks,-7.28004E-09,7.28E-09,6.53E-10,1.07E-07,1.62E-07,3.25E-09,1.30E-07,3.64E-09,5.78E-08,0,0,5.78E-08,1.62E-07,3.25E-09,1.30E-07,3.64E-09,5.78E-08,0,0,0,0,0,0,1.90E-12,2.27E-12,2.29E-12,1.51E-13,5.66E-12,7.24E-08,2.82E-07,7.31E-08,5.55E-09,0,5.69E-11,4.98E-11,1.20E-09,1.35E-09,1.40E-08,1.19E-09,1.66E-07,1.53E-08,6.77E-09,4.27E-07,2.61E-07,2.84E-09,2.70E-07,1.98E-08,1.04E-07
Air,Chromium VI,unspecified,-5.12879E-11,5.13E-11,1.21E-13,4.59E-12,4.21E-11,3.81E-12,1.52E-10,3.68E-12,7.45E-12,0,0,7.45E-12,4.21E-11,3.81E-12,1.52E-10,3.68E-12,7.45E-12,0,0,0,0,0,0,1.71E-15,5.24E-15,1.29E-15,2.42E-18,6.23E-16,1.08E-10,3.20E-09,1.38E-10,8.12E-11,0,9.89E-14,9.53E-14,4.23E-12,2.23E-12,7.91E-11,3.61E-13,1.29E-10,1.20E-11,1.25E-11,7.84E-10,3.12E-10,1.35E-11,5.31E-11,7.89E-13,4.67E-11
Air,Chromium VI,urban air close to ground,-9.032E-11,9.03E-11,6.69E-13,3.68E-10,4.37E-09,1.07E-09,1.98E-09,1.03E-08,1.03E-09,0,0,1.03E-09,4.37E-09,1.07E-09,1.98E-09,1.03E-08,1.03E-09,0,0,0,0,0,0,1.15E-14,9.42E-14,5.82E-15,5.41E-16,9.42E-15,3.00E-09,1.13E-08,6.02E-09,1.81E-09,0,1.96E-12,2.14E-12,4.99E-11,1.47E-10,1.81E-09,1.49E-10,1.47E-08,1.36E-09,6.58E-10,3.46E-08,2.56E-08,5.68E-10,1.39E-09,5.65E-11,6.25E-10
Air,Chromium-51,non-urban air or from high stacks,-3.10381E-11,3.10E-11,1.37E-14,-8.38E-13,1.13E-09,8.77E-11,8.79E-10,1.17E-10,1.92E-10,0,0,1.92E-10,1.13E-09,8.77E-11,8.79E-10,1.17E-10,1.92E-10,0,0,0,0,0,0,4.22E-17,3.02E-14,1.76E-17,3.36E-18,4.72E-17,9.61E-10,4.35E-09,1.62E-09,1.20E-10,0,9.09E-13,7.24E-13,9.96E-12,6.50E-11,1.93E-10,1.29E-11,1.46E-09,4.64E-10,1.91E-10,2.38E-08,1.09E-08,2.31E-10,1.63E-10,-1.07E-13,1.54E-11
Air,Clethodim,non-urban air or from high stacks,-2.29169E-13,2.29E-13,-2.74E-15,-1.97E-13,7.99E-12,7.59E-13,5.61E-12,8.45E-13,1.10E-12,0,0,1.10E-12,7.99E-12,7.59E-13,5.61E-12,8.45E-13,1.10E-12,0,0,0,0,0,0,-1.42E-17,1.01E-15,-7.94E-17,-8.01E-19,-1.61E-17,3.22E-11,1.47E-10,7.26E-08,1.22E-12,0,2.73E-14,2.43E-14,1.15E-13,3.03E-13,4.98E-13,3.15E-11,3.99E-10,1.86E-11,1.43E-10,2.46E-11,1.41E-11,1.45E-10,4.21E-12,-3.20E-14,-4.09E-13
Air,Cloransulam-methyl,non-urban air or from high stacks,-4.0344E-14,4.03E-14,-4.82E-16,-3.46E-14,1.41E-12,1.34E-13,9.87E-13,1.49E-13,1.94E-13,0,0,1.94E-13,1.41E-12,1.34E-13,9.87E-13,1.49E-13,1.94E-13,0,0,0,0,0,0,-2.50E-18,1.78E-16,-1.40E-17,-1.41E-19,-2.83E-18,5.67E-12,2.58E-11,1.28E-08,2.15E-13,0,4.80E-15,4.28E-15,2.02E-14,5.34E-14,8.76E-14,5.54E-12,7.03E-11,3.27E-12,2.52E-11,4.33E-12,2.47E-12,2.55E-11,7.42E-13,-5.64E-15,-7.20E-14
Air,Cobalt,"low population density, long-term",-3.06893E-09,3.07E-09,3.28E-12,-5.17E-10,2.57E-09,2.47E-10,1.95E-09,2.75E-10,5.01E-10,0,0,5.01E-10,2.57E-09,2.47E-10,1.95E-09,2.75E-10,5.01E-10,0,0,0,0,0,0,-8.63E-15,4.37E-14,1.24E-15,1.34E-15,-4.04E-15,1.39E-09,7.39E-09,3.57E-09,3.08E-10,0,1.65E-12,1.23E-12,2.73E-10,1.47E-10,3.82E-10,2.90E-11,3.82E-09,9.25E-10,4.27E-10,5.19E-08,2.83E-08,4.29E-10,1.77E-09,-7.36E-11,5.97E-09
Air,Cobalt,non-urban air or from high stacks,-8.42319E-09,8.42E-09,3.83E-10,5.37E-08,1.33E-07,3.13E-09,1.05E-07,3.39E-09,3.79E-08,0,0,3.79E-08,1.33E-07,3.13E-09,1.05E-07,3.39E-09,3.79E-08,0,0,0,0,0,0,9.23E-13,1.52E-12,1.32E-12,8.64E-14,3.13E-12,4.85E-08,2.35E-07,8.23E-08,5.86E-09,0,4.30E-11,3.65E-11,1.39E-09,1.43E-09,2.60E-07,9.36E-10,3.17E-07,7.13E-08,8.76E-09,4.96E-07,1.26E-06,1.29E-08,1.43E-07,1.01E-08,1.20E-07
Air,Cobalt,unspecified,-2.95843E-10,2.96E-10,8.02E-13,9.17E-11,3.17E-10,2.22E-11,6.25E-10,2.23E-11,4.32E-11,0,0,4.32E-11,3.17E-10,2.22E-11,6.25E-10,2.23E-11,4.32E-11,0,0,0,0,0,0,7.27E-13,1.67E-14,1.56E-14,1.37E-16,1.83E-14,5.31E-10,1.15E-08,6.17E-10,3.56E-11,0,4.71E-13,3.76E-13,2.38E-11,1.05E-11,2.75E-10,2.21E-12,6.41E-10,7.72E-11,6.21E-11,3.99E-09,1.82E-09,9.15E-11,5.25E-10,1.49E-11,5.39E-09
Air,Cobalt,urban air close to ground,-3.56493E-09,3.56E-09,2.12E-11,4.43E-08,1.20E-07,6.61E-08,2.80E-08,2.01E-06,4.96E-08,0,0,4.96E-08,1.20E-07,6.61E-08,2.80E-08,2.01E-06,4.96E-08,0,0,0,0,0,0,1.23E-12,2.75E-12,5.27E-13,5.09E-14,7.24E-13,8.76E-08,1.14E-07,7.02E-08,1.06E-07,0,4.89E-11,5.03E-11,9.26E-10,3.99E-09,2.78E-07,6.32E-10,7.05E-07,1.87E-08,1.60E-08,5.77E-07,2.83E-07,6.55E-09,1.18E-07,6.71E-09,2.78E-08
Air,Cobalt-58,non-urban air or from high stacks,-3.39968E-09,3.40E-09,5.71E-12,-9.04E-10,2.16E-09,1.72E-10,1.68E-09,2.28E-10,3.91E-10,0,0,3.91E-10,2.16E-09,1.72E-10,1.68E-09,2.28E-10,3.91E-10,0,0,0,0,0,0,-1.52E-14,9.23E-15,2.13E-15,2.35E-15,-7.21E-15,2.94E-10,3.25E-09,2.78E-09,2.25E-10,0,8.63E-13,5.36E-13,2.97E-10,1.30E-10,3.76E-10,2.58E-11,3.07E-09,9.18E-10,3.77E-10,5.18E-08,2.44E-08,4.51E-10,1.02E-09,-1.29E-10,1.04E-08
Air,Cobalt-60,non-urban air or from high stacks,-1.58747E-08,1.59E-08,2.64E-11,-4.18E-09,1.66E-08,1.31E-09,1.29E-08,1.74E-09,2.93E-09,0,0,2.93E-09,1.66E-08,1.31E-09,1.29E-08,1.74E-09,2.93E-09,0,0,0,0,0,0,-7.01E-14,2.20E-13,9.92E-15,1.09E-14,-3.30E-14,7.00E-09,4.05E-08,2.23E-08,1.74E-09,0,9.32E-12,6.73E-12,1.43E-09,9.83E-10,2.87E-09,1.95E-10,2.27E-08,6.96E-09,2.87E-09,3.79E-07,1.77E-07,3.44E-09,5.67E-09,-5.95E-10,4.82E-08
Air,Copper,"low population density, long-term",-3.23594E-08,3.24E-08,3.46E-11,-5.45E-09,2.71E-08,2.61E-09,2.05E-08,2.89E-09,5.26E-09,0,0,5.26E-09,2.71E-08,2.61E-09,2.05E-08,2.89E-09,5.26E-09,0,0,0,0,0,0,-9.10E-14,4.61E-13,1.31E-14,1.42E-14,-4.26E-14,1.47E-08,7.80E-08,3.77E-08,3.24E-09,0,1.74E-11,1.29E-11,2.88E-09,1.55E-09,4.02E-09,3.06E-10,4.02E-08,9.75E-09,4.50E-09,5.47E-07,2.98E-07,4.52E-09,1.86E-08,-7.76E-10,6.29E-08
Air,Copper,lower stratosphere + upper troposphere,-1.80224E-12,1.80E-12,4.24E-17,1.14E-15,2.65E-10,3.31E-12,1.98E-10,3.35E-12,3.83E-11,0,0,3.83E-11,2.65E-10,3.31E-12,1.98E-10,3.35E-12,3.83E-11,0,0,0,0,0,0,6.91E-20,4.79E-15,5.93E-20,2.03E-21,2.41E-20,1.52E-10,6.90E-10,1.90E-10,2.88E-11,0,1.35E-13,1.15E-13,1.50E-10,1.47E-12,1.77E-11,1.86E-12,2.18E-10,1.84E-11,9.68E-12,2.50E-10,1.37E-09,2.80E-11,1.72E-10,1.76E-16,6.63E-15
Air,Copper,non-urban air or from high stacks,-5.63231E-08,5.63E-08,1.02E-08,2.69E-07,4.06E-06,6.93E-08,3.22E-06,5.78E-08,2.35E-07,0,0,2.35E-07,4.06E-06,6.93E-08,3.22E-06,5.78E-08,2.35E-07,0,0,0,0,0,0,1.52E-11,5.64E-11,2.70E-11,1.23E-12,2.87E-11,1.80E-06,7.57E-06,2.71E-06,1.26E-07,0,1.49E-09,1.33E-09,2.65E-08,3.34E-08,1.24E-06,1.76E-08,1.45E-05,1.18E-06,2.96E-07,1.37E-05,1.91E-05,1.33E-07,9.40E-07,4.71E-08,0.00000264
Air,Copper,unspecified,-6.38444E-09,6.38E-09,4.96E-10,1.56E-06,2.86E-07,3.61E-08,1.78E-07,3.46E-08,1.77E-06,0,0,1.77E-06,2.86E-07,3.61E-08,1.78E-07,3.46E-08,1.77E-06,0,0,0,0,0,0,1.23E-09,3.63E-10,7.57E-12,2.24E-13,4.33E-11,4.68E-07,1.37E-06,7.03E-07,5.59E-08,0,4.55E-09,5.88E-09,2.32E-08,6.14E-08,1.94E-08,1.01E-08,8.29E-07,6.93E-08,1.88E-07,1.96E-06,1.48E-06,3.53E-08,5.15E-06,2.44E-07,9.28E-06
Air,Copper,urban air close to ground,-9.7693E-09,9.77E-09,1.47E-10,1.24E-07,1.04E-05,1.04E-07,6.90E-06,3.01E-06,8.26E-08,0,0,8.26E-08,1.04E-05,1.04E-07,6.90E-06,3.01E-06,8.26E-08,0,0,0,0,0,0,4.01E-12,8.94E-12,1.68E-12,1.64E-13,2.43E-12,2.85E-07,4.95E-07,2.48E-07,1.69E-07,0,1.70E-10,1.71E-10,2.42E-09,7.18E-09,4.39E-07,6.45E-08,3.57E-06,6.54E-08,4.34E-08,1.08E-06,9.52E-07,1.97E-08,3.41E-07,1.90E-08,1.25E-07
Air,Cumene,non-urban air or from high stacks,-3.74309E-10,3.74E-10,3.49E-13,3.50E-11,1.71E-10,1.07E-11,1.36E-10,1.71E-11,2.74E-11,0,0,2.74E-11,1.71E-10,1.07E-11,1.36E-10,1.71E-11,2.74E-11,0,0,0,0,0,0,1.41E-15,3.44E-15,8.41E-16,1.45E-16,1.74E-15,1.10E-10,2.29E-10,1.52E-10,1.61E-11,0,7.28E-14,7.12E-14,5.05E-11,1.07E-11,3.62E-11,2.47E-12,2.39E-10,8.79E-11,3.27E-11,4.05E-09,2.08E-09,4.47E-11,5.66E-10,5.04E-12,5.16E-10
Air,Cumene,unspecified,-1.75274E-15,1.75E-15,3.51E-18,1.14E-16,3.52E-16,2.48E-17,4.66E-15,3.59E-17,7.53E-17,0,0,7.53E-17,3.52E-16,2.48E-17,4.66E-15,3.59E-17,7.53E-17,0,0,0,0,0,0,2.24E-21,3.17E-21,4.46E-22,-4.05E-23,-6.03E-22,1.01E-16,1.08E-13,7.19E-16,7.11E-17,0,9.24E-20,8.36E-20,1.01E-16,1.92E-17,2.71E-15,4.07E-18,1.79E-15,1.59E-16,8.75E-17,4.98E-15,5.46E-15,9.59E-17,9.71E-16,2.20E-17,4.36E-16
Air,Cumene,urban air close to ground,-6.15269E-09,6.15E-09,4.33E-10,1.89E-07,4.88E-07,7.73E-08,3.34E-07,7.34E-08,9.07E-08,0,0,9.07E-08,4.88E-07,7.73E-08,3.34E-07,7.34E-08,9.07E-08,0,0,0,0,0,0,3.62E-12,1.36E-11,9.43E-13,8.25E-14,1.37E-12,4.32E-07,1.70E-06,8.40E-07,1.06E-07,0,3.97E-10,3.10E-10,9.87E-09,8.20E-09,3.96E-08,2.39E-09,3.85E-07,2.98E-08,4.03E-08,3.42E-07,4.89E-07,1.79E-08,5.15E-07,3.07E-08,1.91E-07
Air,Cyanide,non-urban air or from high stacks,-1.81749E-07,1.82E-07,9.11E-10,1.25E-07,3.32E-07,1.50E-08,2.59E-07,1.93E-08,9.54E-08,0,0,9.54E-08,3.32E-07,1.50E-08,2.59E-07,1.93E-08,9.54E-08,0,0,0,0,0,0,3.69E-12,1.04E-11,7.97E-12,2.64E-13,6.99E-12,3.31E-07,1.28E-06,0.000195735,2.43E-08,0,2.53E-10,2.36E-10,2.49E-08,8.23E-09,3.17E-08,8.69E-08,1.55E-06,3.29E-07,4.60E-07,2.54E-06,1.28E-06,1.50E-06,5.60E-07,2.21E-08,3.62E-07
Air,Cyanide,unspecified,-8.26291E-13,8.26E-13,1.65E-15,5.39E-14,1.66E-13,1.17E-14,2.20E-12,1.69E-14,3.56E-14,0,0,3.56E-14,1.66E-13,1.17E-14,2.20E-12,1.69E-14,3.56E-14,0,0,0,0,0,0,1.06E-18,1.50E-18,2.10E-19,-1.91E-20,-2.84E-19,4.76E-14,5.11E-11,3.39E-13,3.35E-14,0,4.35E-17,3.94E-17,4.77E-14,9.05E-15,1.28E-12,1.92E-15,8.42E-13,7.48E-14,4.13E-14,2.35E-12,2.58E-12,4.52E-14,4.58E-13,1.04E-14,2.06E-13
Air,Cyanide,urban air close to ground,-1.7083E-09,1.71E-09,1.15E-10,1.83E-09,5.34E-07,1.71E-09,4.31E-07,1.41E-09,3.39E-09,0,0,3.39E-09,5.34E-07,1.71E-09,4.31E-07,1.41E-09,3.39E-09,0,0,0,0,0,0,-3.02E-13,1.43E-12,6.78E-14,8.42E-15,3.91E-14,4.55E-08,1.96E-07,7.51E-08,2.92E-09,0,3.86E-11,3.36E-11,5.94E-09,4.20E-10,9.60E-09,3.57E-10,1.57E-07,1.14E-08,2.28E-08,8.83E-08,1.81E-07,1.53E-09,1.77E-08,2.34E-10,2.62E-08
Air,Cyanoacetic acid,urban air close to ground,-1.75407E-13,1.75E-13,-3.69E-16,-2.75E-14,4.32E-12,3.48E-13,3.06E-12,4.17E-13,6.93E-13,0,0,6.93E-13,4.32E-12,3.48E-13,3.06E-12,4.17E-13,6.93E-13,0,0,0,0,0,0,-1.93E-18,2.49E-16,-1.12E-17,-1.10E-19,-2.26E-18,7.92E-12,3.60E-11,1.47E-08,4.86E-13,0,6.64E-15,5.97E-15,5.47E-14,2.06E-13,4.88E-13,6.10E-12,4.58E-10,2.10E-11,2.70E-10,5.80E-11,3.07E-11,2.90E-11,1.19E-12,-4.48E-15,-5.22E-14
Air,Cyclohexane,urban air close to ground,-1.32523E-14,1.33E-14,2.73E-18,8.18E-16,2.05E-12,3.42E-14,1.55E-12,8.18E-15,2.01E-14,0,0,2.01E-14,2.05E-12,3.42E-14,1.55E-12,8.18E-15,2.01E-14,0,0,0,0,0,0,7.10E-20,5.00E-18,7.80E-20,9.67E-21,3.61E-20,1.59E-13,7.16E-13,2.06E-13,1.72E-13,0,1.35E-16,1.20E-16,1.71E-15,2.21E-15,7.48E-14,2.00E-15,3.69E-13,2.91E-14,1.15E-14,3.61E-13,4.88E-13,7.98E-15,3.45E-14,1.30E-16,3.43E-15
Air,Cyclohexane (for all cycloalkanes),urban air close to ground,-9.98922E-13,9.99E-13,2.44E-11,2.93E-11,4.42E-06,3.63E-12,6.01E-11,2.52E-12,1.26E-11,0,0,1.26E-11,4.42E-06,3.63E-12,6.01E-11,2.52E-12,1.26E-11,0,0,0,0,0,0,9.03E-16,1.30E-15,4.77E-16,2.71E-17,8.97E-16,4.14E-11,4.94E-10,7.23E-11,3.14E-06,0,3.19E-14,2.95E-14,1.20E-12,5.66E-13,4.70E-11,1.32E-12,6.00E-10,4.69E-11,1.30E-11,1.23E-10,8.00E-10,9.68E-12,2.80E-09,5.31E-12,1.17E-10
Air,Cyfluthrin,non-urban air or from high stacks,-8.08716E-15,8.09E-15,-9.66E-17,-6.94E-15,2.82E-13,2.68E-14,1.98E-13,2.98E-14,3.89E-14,0,0,3.89E-14,2.82E-13,2.68E-14,1.98E-13,2.98E-14,3.89E-14,0,0,0,0,0,0,-5.00E-19,3.57E-17,-2.80E-18,-2.82E-20,-5.68E-19,1.14E-12,5.18E-12,2.56E-09,4.31E-14,0,9.62E-16,8.59E-16,4.05E-15,1.07E-14,1.76E-14,1.11E-12,1.41E-11,6.56E-13,5.05E-12,8.68E-13,4.96E-13,5.11E-12,1.49E-13,-1.13E-15,-1.44E-14
Air,"Cyhalothrin, gamma-",non-urban air or from high stacks,-9.28089E-14,9.28E-14,-1.11E-15,-7.97E-14,3.24E-12,3.08E-13,2.27E-12,3.42E-13,4.45E-13,0,0,4.45E-13,3.24E-12,3.08E-13,2.27E-12,3.42E-13,4.45E-13,0,0,0,0,0,0,-5.74E-18,4.10E-16,-3.22E-17,-3.24E-19,-6.52E-18,1.30E-11,5.95E-11,2.94E-08,4.95E-13,0,1.10E-14,9.86E-15,4.65E-14,1.23E-13,2.02E-13,1.27E-11,1.62E-10,7.53E-12,5.80E-11,9.96E-12,5.69E-12,5.86E-11,1.71E-12,-1.30E-14,-1.66E-13
Air,Dicamba,non-urban air or from high stacks,-2.59734E-14,2.60E-14,-3.09E-16,-2.23E-14,9.06E-13,8.61E-14,6.35E-13,9.58E-14,1.25E-13,0,0,1.25E-13,9.06E-13,8.61E-14,6.35E-13,9.58E-14,1.25E-13,0,0,0,0,0,0,-1.60E-18,1.15E-16,-9.00E-18,-9.07E-20,-1.82E-18,3.65E-12,1.66E-11,8.23E-09,1.38E-13,0,3.09E-15,2.76E-15,1.30E-14,3.44E-14,5.64E-14,3.57E-12,4.52E-11,2.11E-12,1.62E-11,2.79E-12,1.59E-12,1.64E-11,4.78E-13,-3.63E-15,-4.56E-14
Air,Diethyl ether,urban air close to ground,-6.00975E-14,6.01E-14,6.43E-18,1.93E-15,5.47E-12,9.25E-15,4.43E-12,9.15E-15,4.37E-14,0,0,4.37E-14,5.47E-12,9.25E-15,4.43E-12,9.15E-15,4.37E-14,0,0,0,0,0,0,1.67E-19,1.29E-17,1.84E-19,2.28E-20,8.51E-20,4.10E-13,1.85E-12,5.30E-13,1.40E-14,0,3.52E-16,3.09E-16,5.93E-15,5.58E-15,2.77E-14,5.79E-15,3.76E-13,4.19E-14,2.91E-14,8.09E-13,7.96E-13,2.13E-14,1.06E-13,3.08E-16,8.08E-15
Air,Diethylamine,urban air close to ground,-1.84812E-12,1.85E-12,1.20E-14,7.77E-13,4.51E-11,4.88E-12,3.34E-11,4.95E-12,1.01E-11,0,0,1.01E-11,4.51E-11,4.88E-12,3.34E-11,4.95E-12,1.01E-11,0,0,0,0,0,0,5.79E-17,1.33E-15,3.08E-16,3.15E-18,6.36E-17,4.25E-11,1.88E-10,6.32E-08,5.05E-12,0,3.81E-14,3.18E-14,5.25E-13,2.60E-12,4.97E-12,5.01E-12,1.61E-08,6.14E-10,9.10E-09,8.42E-10,5.39E-10,9.65E-11,9.49E-12,1.27E-13,1.81E-12
Air,Diethylene glycol,urban air close to ground,-2.64772E-14,2.65E-14,5.45E-18,1.63E-15,4.09E-12,6.83E-14,3.10E-12,1.64E-14,4.01E-14,0,0,4.01E-14,4.09E-12,6.83E-14,3.10E-12,1.64E-14,4.01E-14,0,0,0,0,0,0,1.42E-19,9.99E-18,1.56E-19,1.93E-20,7.21E-20,3.18E-13,1.43E-12,4.12E-13,3.43E-13,0,2.71E-16,2.39E-16,3.42E-15,4.43E-15,1.49E-13,4.00E-15,7.38E-13,5.82E-14,2.29E-14,7.21E-13,9.75E-13,1.59E-14,6.89E-14,2.61E-16,6.85E-15
Air,Diflubenzuron,non-urban air or from high stacks,-4.2574E-15,4.26E-15,-5.08E-17,-3.65E-15,1.48E-13,1.41E-14,1.04E-13,1.57E-14,2.05E-14,0,0,2.05E-14,1.48E-13,1.41E-14,1.04E-13,1.57E-14,2.05E-14,0,0,0,0,0,0,-2.63E-19,1.88E-17,-1.48E-18,-1.49E-20,-2.99E-19,5.98E-13,2.73E-12,1.35E-09,2.27E-14,0,5.06E-16,4.52E-16,2.13E-15,5.63E-15,9.25E-15,5.84E-13,7.41E-12,3.45E-13,2.66E-12,4.57E-13,2.61E-13,2.69E-12,7.83E-14,-5.95E-16,-7.60E-15
