"('SWOLF_Eutrophication', 'SWOLF')","('initflow', 'N_cont')","('Material_Properties', 'mcFC')","('Land_app', 'densPeat')","('initflow', 'C_cont')","('Land_app', 'perNasNH3fc')","('Land_app', 'PeatSubFac')","('Land_app', 'MFEN')","('Land_app', 'NO3')","('Material_Properties', 'densFC')","('Lanfill', 'percCStor_LF')","('Land_app', 'perNH3evap')","('Soil_seq', 'perCStor')"
-7.349238818,0.027162314,0.533359559,176.0357364,0.303302877,23.11981786,0.562794087,0.493421094,0.683466897,505.1915985,87.81446881,17.16516798,9.919852945
-2.450038466,0.007757518,0.534684255,165.9252945,0.106144444,11.54442626,0.859683153,0.569262187,0.833274596,711.4207909,93.76309637,13.60744033,14.70697341
-0.276303597,0.022563654,0.595911009,146.1850713,0.195140301,29.69652885,0.488312273,0.356717988,0.037167304,753.782386,90.91125557,11.78451804,12.43086002
-6.824972936,0.017409679,0.225042749,218.3540227,0.28128054,12.38545758,0.622285649,0.50497634,0.721368633,695.5097088,87.26155985,14.65451698,9.315531519
-2.156362713,0.006843566,0.56126044,232.549449,0.147053816,46.92432187,0.612127077,0.403266973,0.840205944,617.9390347,91.97487728,13.75033839,14.29373612
-0.475724772,0.016698968,0.598558561,124.5400083,0.187680484,5.217278071,0.738791462,0.7709942,0.174334618,706.4728461,86.28662173,10.94865601,3.294851192
-0.183695856,0.005348688,0.362065787,102.3877936,0.227252945,40.88469236,0.620246851,0.668290679,0.116619459,759.1016493,88.68264214,17.52599994,15.36508882
-2.913482939,0.008687926,0.488153433,162.3238456,0.408735565,16.18749236,0.559199428,0.326192717,0.801427383,793.1546233,89.86464517,15.08401132,15.15236194
-4.50606951,0.024553369,0.365748865,170.8759557,0.374698956,8.739427185,0.863508414,0.379979123,0.360519862,618.0969797,87.98182403,13.7953729,6.232677916
-1.359759577,0.005488548,0.355034057,186.3192871,0.256733812,4.710803951,0.70141133,0.71764736,0.659485819,666.6576989,91.20388247,16.93331944,11.59612581
-1.445567277,0.005288561,0.559475922,191.3406156,0.124969115,19.05224482,0.810097643,0.623071276,0.830048582,583.8027005,91.01305644,14.06911093,10.89437909
-3.671208493,0.023110059,0.612308798,200.6359611,0.2119811,10.44453814,0.555216063,0.591446455,0.609100703,585.1453964,87.71530812,15.38535334,4.369031816
-3.070908927,0.018912319,0.368015784,167.6634221,0.141063427,27.07579309,0.692694209,0.419585825,0.33275051,644.3268354,90.5986608,11.37519947,6.896147809
-1.381304014,0.005467027,0.489767576,329.3793584,0.391878084,7.710709809,0.646904207,0.732073348,0.742140376,562.4125224,88.51373987,14.74088326,12.59153195
-6.901013142,0.027497142,0.39989808,179.3343321,0.3989194,3.177799589,0.812824329,0.489429164,0.55255706,712.3818269,95.11747887,14.67787677,4.547691374
-1.835999619,0.011744841,0.560919551,166.7047187,0.258762727,25.70541312,0.742625729,0.205273609,0.400166162,600.7153105,87.80988326,12.26115006,7.67529367
-2.947115212,0.009602912,0.510678373,183.1674258,0.415898172,9.420534497,0.779695425,0.280639228,0.679848246,589.2398742,85.44236374,12.14959582,11.49000346
-2.789693566,0.0155829,0.556071367,174.1493456,0.37174823,22.90763836,0.7457052,0.65921399,0.589175522,758.0126018,81.42440254,16.90796997,15.2266458
-0.698241078,0.020138634,0.302286533,249.7653985,0.357108293,25.82044886,0.575195091,0.496537979,0.071009861,646.6536418,97.0814078,18.31263561,10.95195798
-0.809178291,0.026610515,0.409509634,245.2874957,0.439964545,16.60263688,0.671435575,0.450149969,0.071887426,680.6708251,88.56155123,16.65995156,7.300485892
-0.438127495,0.016873552,0.665284645,177.3073094,0.287911703,37.47187486,0.625298025,0.370047633,0.096002701,693.7166584,89.38253231,13.56602973,11.69585014
-10.9736026,0.026922292,0.294682602,132.2601296,0.243568449,43.2948145,0.797745174,0.336885624,0.623214798,713.9590187,91.88943991,14.924909,9.981479771
-3.475288714,0.017171299,0.630025403,280.2728601,0.332826572,38.07607392,0.656930762,0.450268602,0.669292754,637.749317,95.15625018,14.58225672,13.37202668
-7.387749975,0.027306099,0.621525686,57.23403273,0.36536067,1.978234441,0.745275703,0.368898271,0.846310008,730.2490932,84.76813954,13.02638034,9.551155021
-0.840468234,0.011305971,0.608484869,191.5337291,0.444871872,25.13235615,0.331695248,0.65824364,0.276773804,680.9368126,86.11881001,16.64577087,12.49253722
-0.237841711,0.019590823,0.310140093,102.150103,0.455784431,30.94851131,0.853267643,0.578765124,0.036508013,666.0537701,94.01664372,15.38864406,7.670915771
-1.548636381,0.00926842,0.627338633,163.0550891,0.13109516,46.24402324,0.823065658,0.45593231,0.567785525,671.5112506,87.82578518,14.25936706,7.601776768
-1.197257137,0.007198993,0.462534777,178.6925814,0.262176678,23.51797986,0.814755005,0.306520034,0.349230154,664.4867752,90.75285597,13.66739964,8.241940922
-4.404131003,0.013894509,0.349056574,259.2466948,0.439646713,4.651790193,0.730587503,0.438592654,0.613210966,522.0027577,88.45917514,17.01572985,15.02482619
-3.565121225,0.016563882,0.289797315,259.32149,0.373310083,5.270687344,0.700360859,0.782354402,0.645353377,515.450259,84.38032824,12.81064261,14.68571728
-7.031236468,0.027405102,0.340804612,209.9459594,0.156932677,2.944933597,0.594675443,0.581363844,0.557903644,614.0699247,94.65008627,15.90755055,15.01713007
-3.094832463,0.013334424,0.204309671,181.4131451,0.223344268,11.04940873,0.72533969,0.679165659,0.526059293,851.634672,99.11692858,15.06334977,13.07599632
-8.805462006,0.024342453,0.442072627,160.4900936,0.429833852,35.72068152,0.76785658,0.288219681,0.745654648,606.8345012,85.45805142,16.42942635,4.888320133
-7.615514313,0.02609079,0.565239677,152.0190653,0.185102054,42.6101301,0.689609565,0.306703896,0.811508208,851.2396318,89.67742139,12.1182656,13.42757058
-3.093744981,0.023131902,0.614225435,188.5015229,0.321972359,23.65243967,0.630604196,0.340914605,0.384728168,760.8192622,97.50211413,14.63585827,8.184967032
-3.518631135,0.014463989,0.265364658,226.7833944,0.28469731,4.922019675,0.923495216,0.649081684,0.5168831,717.5901688,85.90883103,12.19616125,8.261642622
-2.307898571,0.010931964,0.463956364,43.814875,0.115441421,36.0987682,0.443382431,0.293748547,0.461544393,813.4587191,89.09902576,12.64057069,4.40296651
-3.112287427,0.008432233,0.266373081,165.2578795,0.14701253,44.49019215,0.970987177,0.537236347,0.754847777,616.9308572,96.92475283,11.09566143,7.73272429
-13.87064758,0.027019495,0.262730781,217.4405043,0.315957068,44.327781,0.550796663,0.498529579,0.815563933,797.4121163,90.19547142,16.3508461,4.274462707
-3.781880202,0.018651293,0.523244187,223.9418611,0.242239602,4.323458784,0.534123821,0.492115234,0.557824332,798.1384605,89.92322705,13.87672049,15.16030848
-1.395360373,0.020370496,0.250346443,149.53845,0.268714107,39.36842764,0.539583255,0.293851626,0.106611959,651.1035074,87.41057057,12.80771224,9.059437368
-4.09308913,0.015123691,0.233086774,103.1205645,0.190833159,40.24025541,0.621142271,0.371885136,0.436943835,726.9439853,88.02636473,11.04181411,8.703630382
-13.60249491,0.023740467,0.19080009,211.1967338,0.302936907,41.44173691,0.81733599,0.324953735,0.787701562,564.9369804,94.80424181,14.6295559,15.33026002
-0.137543451,0.007932958,0.540243847,230.8507617,0.161582558,34.23205381,0.818856951,0.785520112,0.067112851,636.692183,92.75666474,15.69110595,6.19154776
-2.419219743,0.013450201,0.433442004,89.51803202,0.419062508,20.17769137,0.678824601,0.54959576,0.473568249,616.9188454,92.81032678,17.58987024,5.553144454
-0.554728523,0.014600772,0.331569417,229.7635569,0.415988147,49.2320063,0.748941377,0.238861832,0.062696163,472.9158569,93.58696789,15.43184221,15.97284379
-1.026866356,0.006798847,0.647319619,299.9334241,0.139596074,40.981881,0.930490137,0.434358177,0.50404204,686.3889869,90.93233935,17.98676271,2.234090197
-4.556072806,0.025375101,0.656355086,235.6534961,0.380329413,33.53098605,0.713628047,0.465523052,0.668602323,692.3699168,95.47274908,17.96934369,11.7981462
-5.722307139,0.016376834,0.454342209,223.3599737,0.440924314,34.98270194,0.900354095,0.572883475,0.788056409,590.1850863,90.22074637,12.11928217,9.485245199
-2.531608228,0.005996512,0.292957547,175.4997132,0.10744348,22.29419125,0.686962659,0.466191655,0.792357261,526.5033877,88.34017468,15.08439214,3.756581224
-1.388014633,0.010884024,0.468363503,185.881459,0.355951955,14.76717501,0.541561322,0.356815908,0.274902991,718.8825415,95.08186162,15.00529684,6.006475316
-2.837032646,0.016433745,0.290574364,196.4016421,0.453049057,36.72840609,0.788472946,0.673698958,0.346810288,631.8960497,88.84901917,10.56865247,14.27681198
-0.325159781,0.015367891,0.655806215,206.8040493,0.399265445,46.61093745,0.401522454,0.69397651,0.081516245,683.0061283,88.66401319,15.36460372,6.047195251
-1.014739416,0.008441718,0.551355214,-3.68023134,0.359126882,35.24175907,0.706374729,0.568055735,0.392987141,782.8904519,90.3984008,14.77837199,5.471282018
-1.031553783,0.022822438,0.648341881,175.1102509,0.398762559,21.37916752,0.68720696,0.546438669,0.18688916,895.6672214,93.12471435,14.82780814,12.30524139
-3.470325112,0.014299802,0.35662827,227.7764843,0.114355621,6.070644869,0.621654147,0.782966102,0.624079932,687.8468425,93.04153168,14.19574653,2.321884971
-0.512033017,0.005455371,0.311808907,243.7264622,0.337255045,45.72092324,0.708548326,0.481458617,0.185490178,960.8465976,88.14006592,18.61870429,14.28117397
-3.944435411,0.018607332,0.594463355,177.8778941,0.444808736,12.69193795,0.73385446,0.374661763,0.62520463,561.236828,89.10509579,14.33609823,7.400144328
-1.793959845,0.012770633,0.227922085,231.9235393,0.263794746,27.82882902,0.631366714,0.780308518,0.307036932,841.4629208,89.38876649,15.49158223,10.97609474
-9.998467298,0.025617886,0.38620931,142.668954,0.112325555,8.908233331,0.809648073,0.32268046,0.721673455,971.447155,91.48669522,11.27093368,7.130797604
-1.949692534,0.017983123,0.391049641,193.0967985,0.222453758,20.3817484,0.558603855,0.463424043,0.220952394,657.8090278,85.06527177,15.20547488,5.041891406
-1.869884098,0.006024815,0.395147732,185.9100047,0.383933069,9.961472717,0.58535895,0.309044133,0.56964307,829.7512184,92.44581521,14.53846075,8.613927471
-11.7901916,0.023528555,0.290308233,188.6065539,0.106124122,1.935901881,0.572858293,0.239823933,0.766753071,728.9767755,91.87531096,12.57412378,15.78244358
-1.096055168,0.008296387,0.546593586,207.8997328,0.234982387,38.15538213,0.951672725,0.472773192,0.354931858,720.2712962,89.17756057,15.78857715,11.20326548
-2.35449013,0.009137477,0.302953101,166.9651165,0.32038283,5.975420403,0.46954982,0.558883672,0.454396155,647.4098626,91.83438416,15.65159006,2.71523878
-3.326844845,0.022329533,0.252295586,154.8506644,0.127161914,30.36713547,0.600170083,0.23208187,0.210845552,727.2069932,91.66176382,18.55288291,9.596245743
-2.898515487,0.016028747,0.654355672,187.6894257,0.233753285,14.59465118,0.708903645,0.623017052,0.794673964,626.0071596,93.02230601,15.5476597,11.65046095
-6.750519536,0.023336883,0.548389833,205.6526354,0.333862866,2.530346388,0.733975097,0.478146797,0.854586948,724.1776751,94.76222268,15.28458268,3.045892911
-1.777092056,0.009327586,0.60963894,145.6851603,0.261758672,34.96283667,0.708936088,0.414980566,0.594269301,714.7138685,89.46558026,15.55503178,14.55714084
-1.462833408,0.02243627,0.23168913,249.2196827,0.270332541,1.283728858,0.696840473,0.552132048,0.14816366,927.7673379,92.68714855,16.23880333,5.254764727
-2.868262479,0.01916667,0.643056042,158.9542123,0.276841858,11.77222595,0.768014224,0.242324026,0.461319994,684.8158523,92.89184858,12.30616894,4.578619811
-4.867952887,0.020802576,0.298135918,290.1240039,0.287401864,8.621332002,0.825852057,0.742079316,0.638111358,775.4005231,91.49722316,15.75233432,11.56885237
-1.628533407,0.013372793,0.552024484,154.8607104,0.364022946,28.57467058,0.488658928,0.438946008,0.307419674,575.8937156,92.17645128,17.101745,15.35546893
-2.700286326,0.012835553,0.639380096,169.6176878,0.316061886,20.50407039,0.736211568,0.576384276,0.7561713,789.3168506,87.75461049,15.74116021,3.670977454
-1.923407721,0.008980995,0.56067268,199.6772138,0.428043966,44.72119775,0.753364163,0.39817111,0.578626703,456.0911651,88.1263814,13.93414698,4.401154146
-12.80628233,0.027512893,0.243979993,130.9641341,0.182275606,47.55619425,0.350532396,0.669907095,0.774733014,725.9564189,81.82972791,13.29989236,12.44916511
-7.833964584,0.016453994,0.281594476,220.1577877,0.375023494,18.0496126,0.830887813,0.25255128,0.759989563,671.7780233,90.86004886,16.33135364,13.39834617
-3.546025776,0.017136454,0.546291371,146.5755333,0.351657739,35.7320053,0.401605949,0.676393826,0.654423443,524.2821028,87.6114818,11.90630246,5.453869752
-0.551868418,0.008179345,0.377779237,167.0493136,0.28899893,29.91170999,0.598248308,0.446846107,0.131728806,627.0728208,92.85083848,15.0680953,13.17295675
-7.260545771,0.02763698,0.264697825,259.4555301,0.451733169,3.324931255,0.803160718,0.760144169,0.525696911,802.5149772,86.02153585,11.91304745,3.608718746
-4.777720965,0.020290005,0.345122885,250.8834059,0.12270851,48.77735495,0.594156906,0.489586894,0.473066084,634.2133986,86.64378656,15.2285825,3.673024269
-1.144112215,0.022104812,0.364570199,196.8311658,0.272325472,38.53546324,0.694712259,0.336249042,0.097369996,526.0860645,89.70471208,16.92191057,4.285825854
-0.319970066,0.022715431,0.569407872,308.7646334,0.124469911,45.0957109,0.949558279,0.282669681,0.039017335,540.7445358,84.98551729,14.48550835,5.107299521
-0.66960712,0.026013818,0.29445849,143.5279653,0.120954787,14.18298961,0.692038561,0.576591722,0.060690726,912.137282,94.78064384,10.5680207,2.711892452
-3.365827316,0.008294013,0.331021419,191.8275563,0.139343204,34.74690674,0.945150496,0.368107808,0.768490538,567.558503,87.24073919,12.94118326,4.340319153
-2.105114461,0.02009064,0.627435119,172.8915038,0.285321028,47.60785313,0.478452915,0.750592043,0.40540394,914.4399704,95.94549117,15.40961408,4.025609113
-3.856602679,0.011236233,0.26292328,229.8870243,0.332661746,45.30952101,0.751851982,0.702218637,0.739463944,731.9230076,86.48125519,11.9224765,12.60582691
-3.186210713,0.018511172,0.339869504,192.5664,0.359558924,43.41061351,0.757311893,0.686510395,0.448241056,760.6210065,90.97624028,11.59304077,5.658205955
-0.571013426,0.006957288,0.473254372,248.5212927,0.396210823,18.16113028,0.952261584,0.307794796,0.191104915,614.4096719,91.15024997,19.20521285,13.55088661
-3.522761743,0.013283449,0.396226148,235.4027963,0.416194663,5.631756307,0.694554302,0.205314023,0.48201144,924.2984646,85.28637212,15.47240983,3.184781572
-3.635508427,0.024850347,0.390533881,179.584809,0.146583498,18.50920178,0.696017414,0.669878723,0.329238396,650.2332458,89.95904139,12.38034694,12.46247406
-10.03225627,0.027826124,0.274504601,237.674424,0.42362163,15.62177481,0.656374678,0.267388277,0.522090997,697.801616,91.00692917,15.71083977,11.16000329
-1.14007589,0.021505566,0.335538003,114.3998148,0.444994956,49.45440511,0.608998259,0.710020811,0.133907012,746.7067715,89.97063009,14.67804353,7.284737111
-0.437181485,0.025112461,0.223213631,221.6426844,0.344791173,48.60265,0.617980503,0.780970696,0.056450349,595.5970713,88.84396081,13.90621064,4.935478329
-1.490135397,0.009683292,0.586294603,223.0429136,0.426707709,45.01523983,0.868068924,0.344584202,0.427494204,629.4425185,90.33832552,11.1464738,7.508313152
-1.627172195,0.00757342,0.416955989,200.1622962,0.270108909,27.17198263,0.909384796,0.224053488,0.402282938,679.0641366,87.23286028,11.35608038,12.7654557
-6.447295888,0.018725295,0.194560651,222.8073019,0.336220503,1.391057019,0.781429629,0.566250242,0.540045901,652.0592667,92.27804969,17.64089715,15.216955
-2.91416066,0.020812788,0.605910728,196.9503475,0.326904343,48.12016739,0.529925233,0.444613448,0.457520866,699.0659914,90.42806086,13.99933783,14.6175218
-1.35286277,0.006740095,0.22730824,276.1688944,0.251311735,37.03487345,0.641934001,0.300712903,0.273365084,538.9419855,91.60937808,17.80287551,10.7251233
-0.159265156,0.017776623,0.616429151,145.5695901,0.120112124,39.13745677,0.670656762,0.678223757,0.051467334,808.8146434,91.49216628,14.2833849,12.69663183
-3.788766036,0.018005061,0.200102588,360.7380414,0.10670674,35.79152571,0.85608136,0.362799587,0.330325193,603.9618086,87.60519049,13.85444787,7.190251994
-2.959697257,0.023471565,0.382551218,230.5700414,0.319567191,40.92185951,0.761986423,0.484837678,0.261079717,503.6948969,85.42816257,15.8024809,15.18753255
-3.063589971,0.017324511,0.241483786,212.535474,0.267111908,35.60742025,0.834214965,0.273807712,0.249719586,976.2225023,88.31931908,12.60873026,8.818280183
-7.601735325,0.02541715,0.297376637,158.6287899,0.134912013,5.057593197,0.941332655,0.637556596,0.707427361,868.9688182,93.55565602,15.01893979,3.312163564
-1.202510433,0.005786666,0.544646971,194.8393295,0.368663085,11.47456147,0.955575271,0.660310128,0.775940734,754.7449481,82.25904143,13.49475341,13.16735137
-4.170028164,0.012097974,0.25270153,249.0700449,0.169496414,16.53816518,0.771960046,0.505847826,0.593008019,672.3588071,93.60198298,16.19429371,11.67529252
-4.211868245,0.024787491,0.605439992,225.4614814,0.146599838,1.860622923,0.781748972,0.749907767,0.593380925,804.0230556,91.35182655,13.08053081,6.680559651
-1.935838612,0.009979132,0.51902358,165.9265832,0.286563838,31.23095353,0.573351203,0.680096091,0.563088375,607.9203367,86.33571293,17.74732495,14.71568915
-1.205829375,0.008803483,0.381627628,206.124992,0.214037617,4.678496037,0.585640151,0.293086601,0.233932665,573.9369018,87.26320007,16.50938232,6.145455656
-2.520197987,0.01635939,0.55437359,231.2028288,0.241089133,8.494496412,0.567084375,0.292431119,0.398696438,804.4592139,89.8468635,15.91574468,4.745172628
-5.56602355,0.016094505,0.392620088,188.1783261,0.255710253,28.94566726,0.589881904,0.576786175,0.819167227,815.0783918,89.78013159,15.67107702,8.747941003
-5.520538241,0.023315487,0.299719758,179.4333559,0.180452801,3.156670363,0.410254427,0.410296064,0.415704903,652.084004,91.56160375,14.63380928,7.899015426
-1.873586749,0.021045969,0.630430181,241.3296376,0.420854293,4.069960426,0.851927004,0.729284136,0.437870588,902.9160942,96.13964059,14.98862242,4.814039312
-2.293397174,0.019454298,0.402851121,208.9516364,0.411014914,1.264158525,0.786037095,0.353784781,0.229242711,893.7692323,92.95375062,16.09603707,4.30408353
-0.430295916,0.017729797,0.504923591,170.0593538,0.104498861,25.69433209,0.785085464,0.646261173,0.081007791,632.7400221,92.8077171,14.37618899,3.622094967
-0.253601337,0.017903613,0.527673423,141.8538408,0.399284923,41.95367354,0.547265618,0.496153584,0.031943121,934.010116,87.0704479,15.16384635,5.89597996
-1.647149839,0.025737007,0.530385922,262.1126032,0.429927209,25.84246613,0.753921227,0.651289141,0.184291992,713.2653112,91.00941319,18.95673901,9.926347491
-8.234376221,0.019412066,0.223711849,186.0575825,0.123176126,14.64281836,0.439258521,0.588588077,0.813814133,761.2065669,92.73823247,14.55309051,4.593615713
-8.706910032,0.025060214,0.230266681,273.7715002,0.420506603,45.03724581,0.737711058,0.354307244,0.516627487,972.9334287,90.75338447,14.85324663,10.2146649
-2.578385274,0.015339623,0.503819085,182.5695233,0.236368796,16.7975646,0.606578418,0.40045505,0.455888213,818.7627947,98.17183403,17.30385165,11.90551459
-0.281746561,0.012698696,0.289191864,166.1238042,0.185153827,25.04798182,0.650663863,0.44297787,0.053911783,818.1734988,86.75515336,15.30786884,9.360462251
-1.621054071,0.00829708,0.512444704,217.1120885,0.224949117,8.054798764,0.776479053,0.52032696,0.523927883,639.7812105,91.62770078,16.01139231,7.010592933
-1.772413333,0.026720521,0.659792071,272.2578717,0.207251998,19.08263066,0.876269208,0.252825108,0.228438189,693.482241,87.11033099,11.92751916,7.314504557
-3.165159949,0.015265652,0.59935568,80.27680509,0.229433993,44.35541105,0.75631546,0.65785036,0.743362058,582.2725289,90.41128468,15.16307558,6.913590033
-2.857217866,0.008717979,0.294015917,297.365921,0.149603508,5.989518,0.701086463,0.52844807,0.685130352,801.2219775,84.23124177,13.13682838,9.634324651
-2.11846953,0.023154082,0.463763339,152.6901599,0.340530378,22.52409593,0.62842934,0.660728082,0.225203577,635.4400706,95.97516305,16.74223913,5.558057486
-9.98458304,0.022437809,0.299649755,211.5638581,0.121933618,44.40161241,0.550001536,0.349098225,0.693298077,678.0419147,91.18383506,16.442287,9.915054616
-3.472218506,0.018888674,0.481440855,210.1451831,0.31603425,17.97983107,0.510160728,0.796597979,0.484415296,679.3556254,85.97745411,19.07131962,11.12650427
-2.184424037,0.018400697,0.65001163,231.7890427,0.21903113,13.84828263,0.908083684,0.61411044,0.446114816,741.0052181,91.87892638,17.41426943,2.550356212
-5.362035975,0.011105314,0.351769222,212.8714482,0.285474603,2.918446649,0.736301979,0.357060891,0.862597103,448.8678346,94.36529094,15.01565987,14.57236556
-5.536169731,0.022634943,0.41664777,202.4114051,0.211459291,45.17924654,0.592743416,0.600338631,0.547788692,735.9265123,91.31649648,15.1483914,4.88524436
-5.482495883,0.02794044,0.272530825,125.2392761,0.105419155,23.87194137,0.295391113,0.68224009,0.482176041,725.9666029,88.5067876,13.08538799,2.973423344
-1.617907482,0.005349051,0.294719926,88.29986579,0.314309373,16.53234585,0.561480205,0.643128992,0.747110992,609.7067275,92.16167387,15.86273421,12.29476554
-3.251249772,0.011244943,0.223825359,326.3888724,0.293182836,40.18681553,0.59881765,0.613673627,0.555753095,567.1838951,90.59974354,17.0574236,5.433202509
-3.327715048,0.024754181,0.666872904,203.5328838,0.440619973,14.02165741,0.870180671,0.791547068,0.623923394,656.6292453,97.07125217,15.19178073,12.17192462
-2.573007123,0.022551801,0.238662558,211.5993725,0.430605202,27.67731421,0.787166807,0.36813413,0.16413569,690.3757918,88.47437042,15.3262892,3.553013987
-1.497916048,0.012849754,0.627097799,226.4823855,0.354413023,22.93664064,0.915972998,0.758362705,0.436641427,856.9052675,85.71007614,11.12718026,4.323003438
-6.027816578,0.019230944,0.345851885,129.7623648,0.129268925,33.47838467,0.736901099,0.415066342,0.640740629,668.1224469,94.15448592,18.12605561,5.017882368
-1.282664715,0.017362083,0.547503445,174.4424906,0.125237227,49.93345858,0.43682245,0.442636138,0.191391476,697.1138777,88.81064223,14.41570507,12.9810608
-3.839036601,0.015581507,0.301001289,191.9188204,0.46299129,28.56387485,0.546175973,0.557828416,0.530536222,909.5950519,87.04679121,15.32592846,14.89207391
-6.263828565,0.025512881,0.452055095,191.7544542,0.321375491,36.05802896,0.614308622,0.241316854,0.473954964,743.1773904,91.64642268,16.92118887,13.99411349
-2.377624569,0.015596265,0.398267516,279.2666666,0.266290556,48.23109138,0.851213181,0.460027517,0.3547598,779.4937788,95.82184241,14.80296493,12.05530055
-0.882647581,0.008775603,0.238027912,182.5138667,0.103530534,6.155909696,0.609299598,0.391363582,0.161332899,818.2476771,87.54690443,18.8575072,3.574332909
-4.187249765,0.023861946,0.226350365,113.1357194,0.283273553,12.75930653,0.614179309,0.729999384,0.368045968,919.2216512,82.45132753,15.21487478,4.815061292
-5.464099071,0.027144953,0.420623656,254.2783166,0.319744976,3.866212037,0.815034915,0.441020862,0.425221697,666.407391,88.72816907,17.1158988,13.20752437
-0.223797311,0.005798738,0.536429913,230.5370615,0.235435947,12.24358361,0.576125137,0.657098588,0.12945723,769.2085661,87.54861408,13.10199696,6.498189537
-3.438138458,0.00810839,0.279275768,157.1566512,0.225909824,49.16573493,0.699352351,0.628587376,0.867250557,792.4437437,85.45859798,12.61275553,12.67401867
-0.494386263,0.007362401,0.572369557,119.796768,0.190105131,25.99984495,0.739033435,0.249998242,0.190294398,549.4894534,93.6602868,14.99401627,2.652709467
-1.087522356,0.010165187,0.519481882,247.2687333,0.274289957,46.398993,0.809093982,0.763079764,0.457477543,652.9255439,88.62006599,16.83472023,6.329917969
-6.709893456,0.024796669,0.428793801,152.29099,0.103127856,10.98825283,0.839390443,0.239383378,0.547810194,779.7487923,91.12253608,12.70988965,13.19106515
-1.093331532,0.013005713,0.549906916,113.0466831,0.430584999,7.709585298,0.854112992,0.518268525,0.245091681,565.970031,91.71675947,14.22150601,12.38966559
-0.917281427,0.014685761,0.638069449,342.9583574,0.191222792,37.55762793,0.856386915,0.65947785,0.331809142,552.4149939,94.45280483,13.90112149,6.877766015
-8.747222339,0.018363892,0.18561605,217.0054008,0.209109448,39.17196375,0.956523211,0.766193657,0.855108222,799.3649888,88.08437685,16.64530841,12.76821383
-2.450519117,0.006803145,0.403002761,194.1628462,0.297623507,14.30882371,0.999287128,0.419944389,0.691474998,752.1158494,84.68706556,14.44546819,2.671947018
-2.655133864,0.014551484,0.257385861,194.6908009,0.384726879,40.30629394,0.472793878,0.52223888,0.349241832,578.6648416,90.44030023,14.66169402,7.295693027
-6.299114184,0.025503612,0.344421125,193.3668099,0.326470003,49.59824885,0.759509725,0.428049654,0.42486691,840.6972115,89.05894451,13.13420086,10.13251146
-13.41232939,0.024789943,0.198550568,198.5209096,0.14248128,6.787005322,0.711399132,0.418820947,0.775624403,848.2031984,90.35274711,15.4991966,7.090314807
-1.40871407,0.005253049,0.532944797,221.338884,0.452839917,40.87097214,0.51012223,0.634984354,0.757814911,518.0947445,86.1683232,14.41035469,9.763017653
-6.589168796,0.026486628,0.419902283,240.6110659,0.336705389,27.32220446,0.806977322,0.554445556,0.525613443,620.4264926,92.68553975,15.00663572,4.836426541
-1.670169624,0.018534632,0.461661624,139.1474431,0.238385877,28.69255963,0.817310911,0.390702719,0.2067465,500.0487432,87.0106846,14.68710022,10.06548135
-5.390190532,0.015494172,0.245728536,184.322337,0.279445415,17.06615966,0.531016433,0.282106678,0.514769894,807.1697053,93.1850849,12.85892563,3.067826936
-3.717547726,0.007328106,0.203186018,239.0599843,0.286105873,13.49071063,0.245845263,0.731831411,0.819440321,890.7850071,90.5107077,17.85156465,12.54910806
-3.337441911,0.013401342,0.53183444,252.8593916,0.38134747,8.639199983,0.710130737,0.711460094,0.731594807,653.6496804,89.81366026,15.18413743,13.23459453
-3.9022272,0.025048357,0.534890777,154.7198047,0.399615368,42.29653419,0.422411376,0.758227223,0.526997654,654.3861785,93.05545988,14.99691735,12.09457204
-7.370195085,0.020829732,0.321375468,188.3783532,0.351168744,7.685973366,0.698603673,0.354031343,0.587339638,579.3156895,95.09778736,12.33745973,15.980475
-5.143232636,0.022927776,0.574277707,66.46616519,0.354278997,6.185474385,0.353307808,0.248597122,0.599319525,717.0245388,87.92567628,17.32873326,11.17049841
-5.638728767,0.01438909,0.202210019,272.0702837,0.27714717,32.17744549,0.726569893,0.511818696,0.701853837,777.9257283,88.40307602,14.27773659,5.981861674
-0.33476022,0.013865609,0.6290563,212.0815629,0.358070408,4.873992464,0.86295135,0.574668996,0.100599244,617.9149958,90.99171356,11.43800896,3.820675832
-4.563799361,0.008142559,0.244242055,223.5989094,0.245416997,37.84091825,0.348077261,0.42787651,0.857179231,633.3465348,91.53185894,17.21617329,9.290230168
-1.827652598,0.007761056,0.543480504,136.2649182,0.357518579,41.41644139,0.561455141,0.28606606,0.561828594,677.9982393,87.0974567,14.21394231,9.732426918
-2.184073232,0.015591039,0.640819049,159.2601569,0.22336978,16.61902677,0.901928789,0.508516438,0.496990833,821.6992788,85.32019931,11.72588754,4.207842619
-4.510706617,0.019182322,0.358098521,221.9492352,0.252313747,24.30751705,0.430278339,0.544858819,0.445025641,794.4034592,91.0696269,16.33803029,7.28766236
-3.302696085,0.021681447,0.584476418,248.3659449,0.286941792,39.6392009,0.681338721,0.309983954,0.423155643,706.7612236,87.32147212,16.71443946,10.77519827
-13.00067913,0.023890853,0.29664268,140.1563723,0.159893139,26.86576849,0.992472613,0.20149238,0.83894831,585.1880291,86.42497815,14.63285482,2.958382113
-2.892614276,0.012188755,0.388348731,239.0504223,0.149874951,16.06415725,0.558016177,0.476459903,0.565824397,806.2114193,87.93905165,12.74494434,8.557749578
